Files,Before,Size,After,Time
0,172123480064,7833600,172071051264,0.026243
0,172071051264,7884800,172018622464,0.031784
0,172018622464,7936000,171966193664,0.026
0,171966193664,7987200,171913764864,0.025869
0,171913764864,8038400,171861336064,0.026309
0,171861336064,8089600,171808907264,0.025917
0,171808907264,8140800,171756478464,0.031393
0,171756478464,8192000,171704049664,0.027608
0,171704049664,8243200,171651620864,0.026608
0,171651620864,8294400,171599192064,0.026085
0,171599192064,8345600,171546763264,0.025984
0,171546763264,8396800,171494334464,0.027573
0,171494334464,8448000,171441905664,0.026524
0,171441905664,8499200,171389476864,0.026033
0,171389476864,8550400,171337048064,0.026126
0,171337048064,8601600,171284619264,0.027178
0,171284619264,8652800,171232190464,0.026375
0,171232190464,8704000,171179761664,0.027318
0,171179761664,8755200,171127332864,0.025866
0,171127332864,8806400,171074904064,0.027533
0,171074904064,8857600,171022475264,0.027693
0,171022475264,8908800,170970046464,0.027364
0,170970046464,8960000,170917617664,0.029919
0,170917617664,9011200,170865188864,0.025902
0,170865188864,9062400,170812760064,0.026115
0,170812760064,9113600,170760331264,0.025679
0,170760331264,9164800,170707902464,0.029473
0,170707902464,9216000,170655473664,0.028135
0,170655473664,9267200,170603044864,0.028815
0,170603044864,9318400,170550616064,0.02556
0,170550616064,9369600,170498187264,0.025557
0,170498183168,9420800,170445754368,0.025963
0,170445754368,9472000,170393325568,0.02578
0,170393325568,9523200,170340896768,0.028042
0,170340896768,9574400,170288467968,0.028139
0,170288467968,9625600,170236039168,0.027034
0,170236039168,9676800,170183610368,0.027905
0,170183610368,9728000,170131181568,0.03251
0,170131181568,9779200,170078752768,0.033627
0,170078752768,9830400,170026323968,0.028471
0,170026323968,9881600,169973895168,0.026523
0,169973895168,9932800,169921466368,0.032779
0,169921466368,9984000,169869037568,0.026971
0,169869037568,10035200,169816608768,0.026133
0,169816608768,10086400,169764179968,0.025952
0,169764179968,10137600,169711751168,0.02672
0,169711751168,10188800,169659322368,0.027369
0,169659322368,10240000,169606893568,0.026183

0,180092653568,51200,180040224768,0.027434
0,180040224768,102400,179987795968,0.029003
0,179987795968,153600,179935367168,0.027849
0,179935367168,204800,179882938368,0.027402
0,179882938368,256000,179830509568,0.026719
0,179830509568,307200,179778080768,0.026731
0,179778080768,358400,179725651968,0.026114
0,179725651968,409600,179673223168,0.026101
0,179673223168,460800,179620794368,0.026295
0,179620794368,512000,179568365568,0.026068
0,179568365568,563200,179515936768,0.025956
0,179515936768,614400,179463507968,0.02627
0,179463507968,665600,179411079168,0.025958
0,179411079168,716800,179358650368,0.025872
0,179358650368,768000,179306221568,0.026423
0,179306221568,819200,179253792768,0.026263
0,179253792768,870400,179201363968,0.026141
0,179201363968,921600,179148935168,0.026091
0,179148935168,972800,179096506368,0.026072
0,179096506368,1024000,179044077568,0.026323
0,179044077568,1075200,178991648768,0.026019
0,178991648768,1126400,178939219968,0.026
0,178939219968,1177600,178886791168,0.026035
0,178886791168,1228800,178834362368,0.026021
0,178834362368,1280000,178781933568,0.025892
0,178781933568,1331200,178729504768,0.025787
0,178729504768,1382400,178677075968,0.02561
0,178677075968,1433600,178624647168,0.025515
0,178624647168,1484800,178572218368,0.025551
0,178572218368,1536000,178519789568,0.025547
0,178519789568,1587200,178467360768,0.025695
0,178467360768,1638400,178414931968,0.025394
0,178414931968,1689600,178362503168,0.025714
0,178362503168,1740800,178310074368,0.025761
0,178310074368,1792000,178257645568,0.025488
0,178257645568,1843200,178205216768,0.025691
0,178205216768,1894400,178152787968,0.025938
0,178152787968,1945600,178100359168,0.026037
0,178100359168,1996800,178047930368,0.026525
0,178047930368,2048000,177995501568,0.026601
0,177995501568,2099200,177943072768,0.02614
0,177943072768,2150400,177890643968,0.028233
0,177890643968,2201600,177838215168,0.025654
0,177838215168,2252800,177785786368,0.025966
0,177785786368,2304000,177733357568,0.025741
0,177733357568,2355200,177680928768,0.025809
0,177680928768,2406400,177628499968,0.025959
0,177628499968,2457600,177576071168,0.026114
0,177576071168,2508800,177523642368,0.027651
0,177523642368,2560000,177471213568,0.026116
0,177471213568,2611200,177418784768,0.026885
0,177418784768,2662400,177366355968,0.026898
0,177366355968,2713600,177313927168,0.028534
0,177313927168,2764800,177261498368,0.026038
0,177261498368,2816000,177209069568,0.025828
0,177209069568,2867200,177156640768,0.03433
0,177156640768,2918400,177104211968,0.026262
0,177104211968,2969600,177051783168,0.027821
0,177051783168,3020800,176999354368,0.026674
0,176999354368,3072000,176946925568,0.026606
0,176946925568,3123200,176894496768,0.027854
0,176894496768,3174400,176842067968,0.025693
0,176842067968,3225600,176789639168,0.029283
0,176789639168,3276800,176737210368,0.025982
0,176737210368,3328000,176684781568,0.025822
0,176684781568,3379200,176632352768,0.025679
0,176632352768,3430400,176579923968,0.02606
0,176579923968,3481600,176527495168,0.0258
0,176527495168,3532800,176475066368,0.025952
0,176475066368,3584000,176422637568,0.025696
0,176422637568,3635200,176370208768,0.026208
0,176370208768,3686400,176317779968,0.025749
0,176317779968,3737600,176265351168,0.026872
0,176265351168,3788800,176212922368,0.02672
0,176212922368,3840000,176160493568,0.027592
0,176160489472,3891200,176108060672,0.026045
0,176108060672,3942400,176055631872,0.025836
0,176055631872,3993600,176003203072,0.0275
0,176003203072,4044800,175950774272,0.026191
0,175950774272,4096000,175898345472,0.025704
0,175898345472,4147200,175845916672,0.025665
0,175845916672,4198400,175793487872,0.026783
0,175793487872,4249600,175741059072,0.027871
0,175741059072,4300800,175688630272,0.028082
0,175688630272,4352000,175636201472,0.029959
0,175636201472,4403200,175583772672,0.026322
0,175583772672,4454400,175531343872,0.025962
0,175531343872,4505600,175478915072,0.026555
0,175478915072,4556800,175426486272,0.025912
0,175426486272,4608000,175374057472,0.029468
0,175374057472,4659200,175321628672,0.026817
0,175321628672,4710400,175269199872,0.02824
0,175269199872,4761600,175216771072,0.028962
0,175216771072,4812800,175164342272,0.025986
0,175164342272,4864000,175111913472,0.030051
0,175111913472,4915200,175059484672,0.026308
0,175059484672,4966400,175007055872,0.030695
0,175007055872,5017600,174954627072,0.026588
0,174954627072,5068800,174902198272,0.026048
0,174902198272,5120000,174849769472,0.025917
0,174849769472,5171200,174797340672,0.025906
0,174797340672,5222400,174744911872,0.025823
0,174744911872,5273600,174692483072,0.02616
0,174692483072,5324800,174640054272,0.026642
0,174640054272,5376000,174587625472,0.02791
0,174587625472,5427200,174535196672,0.029624
0,174535196672,5478400,174482767872,0.028494
0,174482767872,5529600,174430339072,0.025979
0,174430339072,5580800,174377910272,0.025972
0,174377910272,5632000,174325481472,0.027282
0,174325481472,5683200,174273052672,0.026052
0,174273052672,5734400,174220623872,0.026109
0,174220623872,5785600,174168195072,0.026147
0,174168195072,5836800,174115766272,0.026081
0,174115766272,5888000,174063337472,0.031451
0,174063337472,5939200,174010908672,0.02644
0,174010908672,5990400,173958479872,0.026373
0,173958479872,6041600,173906051072,0.025813
0,173906051072,6092800,173853622272,0.030244
0,173853622272,6144000,173801193472,0.032474
0,173801193472,6195200,173748764672,0.025774
0,173748764672,6246400,173696335872,0.027205
0,173696335872,6297600,173643907072,0.029248
0,173643907072,6348800,173591478272,0.026193
0,173591478272,6400000,173539049472,0.030657
0,173539049472,6451200,173486620672,0.025723
0,173486620672,6502400,173434191872,0.025773
0,173434191872,6553600,173381763072,0.02631
0,173381763072,6604800,173329334272,0.033026
0,173329334272,6656000,173276905472,0.025874
0,173276905472,6707200,173224476672,0.031292
0,173224476672,6758400,173172047872,0.029126
0,173172047872,6809600,173119619072,0.025683
0,173119619072,6860800,173067190272,0.0257
0,173067190272,6912000,173014761472,0.031874
0,173014761472,6963200,172962332672,0.026228
0,172962332672,7014400,172909903872,0.030653
0,172909903872,7065600,172857475072,0.031519
0,172857475072,7116800,172805046272,0.025779
0,172805046272,7168000,172752617472,0.026295
0,172752617472,7219200,172700188672,0.031203
0,172700188672,7270400,172647759872,0.028895
0,172647759872,7321600,172595331072,0.031696
0,172595331072,7372800,172542902272,0.026415
0,172542902272,7424000,172490473472,0.026072
0,172490473472,7475200,172438044672,0.025682
0,172438044672,7526400,172385615872,0.025947
0,172385615872,7577600,172333187072,0.026311
0,172333187072,7628800,172280758272,0.030445
0,172280758272,7680000,172228329472,0.027249
0,172228329472,7731200,172175900672,0.026716
0,172175900672,7782400,172123471872,0.026582
0,172123471872,7833600,172071043072,0.026458
0,172071043072,7884800,172018614272,0.032316
0,172018614272,7936000,171966185472,0.026163
0,171966185472,7987200,171913756672,0.026228
0,171913756672,8038400,171861327872,0.028536
0,171861327872,8089600,171808899072,0.033059
0,171808899072,8140800,171756470272,0.034615
0,171756470272,8192000,171704041472,0.03123
0,171704041472,8243200,171651612672,0.026643
0,171651612672,8294400,171599183872,0.026927
0,171599183872,8345600,171546755072,0.026349
0,171546755072,8396800,171494326272,0.026394
0,171494326272,8448000,171441897472,0.026312
0,171441897472,8499200,171389468672,0.026763
0,171389464576,8550400,171337035776,0.026373
0,171337035776,8601600,171284606976,0.026281
0,171284606976,8652800,171232178176,0.026521
0,171232178176,8704000,171179749376,0.02704
0,171179749376,8755200,171127320576,0.026452
0,171127320576,8806400,171074891776,0.026716
0,171074891776,8857600,171022462976,0.026543
0,171022462976,8908800,170970034176,0.032122
0,170970034176,8960000,170917605376,0.026413
0,170917605376,9011200,170865176576,0.029673
0,170865176576,9062400,170812747776,0.026663
0,170812747776,9113600,170760318976,0.029723
0,170760318976,9164800,170707890176,0.02683
0,170707890176,9216000,170655461376,0.02839
0,170655461376,9267200,170603032576,0.027019
0,170603032576,9318400,170550603776,0.029542
0,170550603776,9369600,170498174976,0.029071
0,170498174976,9420800,170445746176,0.028464
0,170445746176,9472000,170393317376,0.028162
0,170393317376,9523200,170340888576,0.026898
0,170340888576,9574400,170288459776,0.028177
0,170288459776,9625600,170236030976,0.027477
0,170236030976,9676800,170183602176,0.026736
0,170183602176,9728000,170131173376,0.028261
0,170131173376,9779200,170078744576,0.028102
0,170078744576,9830400,170026315776,0.026589
0,170026315776,9881600,169973886976,0.026866
0,169973886976,9932800,169921458176,0.0307
0,169921458176,9984000,169869029376,0.026635
0,169869029376,10035200,169816600576,0.026961
0,169816600576,10086400,169764171776,0.028417
0,169764171776,10137600,169711742976,0.026207
0,169711742976,10188800,169659314176,0.026181
0,169659314176,10240000,169606885376,0.033567

0,169606885376,10188800,169606885376,3.1e-05
0,169606885376,10137600,169659314176,0.005298
0,169659314176,10086400,169711742976,0.005298
0,169711742976,10035200,169764171776,0.005298
0,169764171776,9984000,169816600576,0.005313
0,169816600576,9932800,169869029376,0.005322
0,169869029376,9881600,169921458176,0.005364
0,169921458176,9830400,169973886976,0.005323
0,169973886976,9779200,170026315776,0.005327
0,170026315776,9728000,170078744576,0.005325
0,170078744576,9676800,170131173376,0.005335
0,170131173376,9625600,170183602176,0.005412
0,170183602176,9574400,170236030976,0.005379
0,170236030976,9523200,170288459776,0.005382
0,170288459776,9472000,170340888576,0.00532
0,170340888576,9420800,170393317376,0.005333
0,170393317376,9369600,170445746176,0.005375
0,170445746176,9318400,170498174976,0.005369
0,170498174976,9267200,170550603776,0.005374
0,170550603776,9216000,170603032576,0.005423
0,170603032576,9164800,170655461376,0.005379
0,170655461376,9113600,170707890176,0.005424
0,170707890176,9062400,170760318976,0.005391
0,170760318976,9011200,170812747776,0.005384
0,170812747776,8960000,170865176576,0.005361
0,170865176576,8908800,170917605376,0.005437
0,170917605376,8857600,170970034176,0.0054
0,170970034176,8806400,171022462976,0.005371
0,171022462976,8755200,171074891776,0.005388
0,171074891776,8704000,171127320576,0.005461
0,171127320576,8652800,171179749376,0.005425
0,171179749376,8601600,171232178176,0.005585
0,171232178176,8550400,171284606976,0.005633
0,171284606976,8499200,171337035776,0.005631
0,171337035776,8448000,171389464576,0.005676
0,171389464576,8396800,171441893376,0.005675
0,171441893376,8345600,171494322176,0.005632
0,171494322176,8294400,171546750976,0.005655
0,171546750976,8243200,171599179776,0.005628
0,171599179776,8192000,171651608576,0.005607
0,171651608576,8140800,171704037376,0.005646
0,171704037376,8089600,171756466176,0.00779
0,171756466176,8038400,171808894976,0.004633
