Number,Inserted,Space,Time
56,2.83116e+09,169267011584,0.149079
55,2.77873e+09,169267011584,0.156831
54,2.7263e+09,169267011584,0.139919
53,2.67387e+09,169267011584,0.153524
52,2.62144e+09,169267011584,0.165989
51,2.56901e+09,169267011584,0.185112
50,2.51658e+09,169267011584,0.160734
49,2.46415e+09,169267011584,0.157932
48,2.41172e+09,169267011584,0.181134
47,2.3593e+09,169267011584,0.15249
46,2.30687e+09,169267011584,0.133356
45,2.25444e+09,169267011584,0.20464
44,2.20201e+09,169267011584,0.151448
43,2.14958e+09,169267011584,0.222851
42,2.09715e+09,169267011584,0.134758
41,2.04472e+09,169267011584,0.167825
40,1.99229e+09,169267011584,0.169627
39,1.93987e+09,169267011584,0.135869
38,1.88744e+09,169267011584,0.19414
37,1.83501e+09,169267011584,0.186223
36,1.78258e+09,169267011584,0.153195
35,1.73015e+09,169267011584,0.197894
34,1.67772e+09,169267011584,0.188498
33,1.62529e+09,169267011584,0.201242
32,1.57286e+09,169267011584,0.204675
31,1.52044e+09,169267011584,0.178007
30,1.46801e+09,169267011584,0.178082
29,1.41558e+09,169267011584,0.172165
28,1.36315e+09,169267011584,0.148185
27,1.31072e+09,169267011584,0.195194
26,1.25829e+09,169267011584,0.173583
25,1.20586e+09,169267011584,0.209591
24,1.15343e+09,169267011584,0.158951
23,1.101e+09,169267011584,0.156688
22,1.04858e+09,169267011584,0.213173
21,9.96147e+08,169267011584,0.166838
20,9.43718e+08,169267011584,0.1808
19,8.9129e+08,169267011584,0.197279
18,8.38861e+08,169267011584,0.20839
17,7.86432e+08,169267011584,0.206825
16,7.34003e+08,169267011584,0.186414
15,6.81574e+08,169267011584,0.211245
14,6.29146e+08,169267011584,0.176783
13,5.76717e+08,169267011584,0.182349
12,5.24288e+08,169267011584,0.191852
11,4.71859e+08,169267011584,0.202662
10,4.1943e+08,169267011584,0.127783
9,3.67002e+08,169267011584,0.151541
8,3.14573e+08,169267011584,0.188753
7,2.62144e+08,169267011584,0.18274
6,2.09715e+08,169267011584,0.134743
5,1.57286e+08,169267011584,0.222848
4,1.04858e+08,169267011584,0.175042
3,5.24288e+07,169267011584,0.148538
2,0,169267011584,0.199986
Total restructure time: 0.935494
